counts,number of items in equivalence class,isoforms in equivalence class
10,6,"ENST00000310571,ENST00000376384,ENST00000535604,ENST00000536003,ENST00000544552,ENST00000544909"
10,1,ENST00000534141
10,2,"ENST00000278243,ENST00000464906"
10,6,"ENST00000228027,ENST00000376262,ENST00000603276,ENST00000604733,ENST00000604935,ENST00000605099"
10,10,"ENST00000360962,ENST00000524551,ENST00000525449,ENST00000525908,ENST00000526260,ENST00000527634,ENST00000532565,ENST00000532727,ENST00000540737,ENST00000642265"
10,3,"ENST00000298966,ENST00000525141,ENST00000527149"
10,6,"ENST00000313236,ENST00000354064,ENST00000359862,ENST00000411589,ENST00000524725,ENST00000526853"
10,10,"ENST00000308639,ENST00000406246,ENST00000525658,ENST00000525693,ENST00000526283,ENST00000527909,ENST00000529389,ENST00000532999,ENST00000533546,ENST00000612991"
10,1,ENST00000358681
10,4,"ENST00000299576,ENST00000309377,ENST00000396648,ENST00000534147"
10,4,"ENST00000003302,ENST00000537706,ENST00000540438,ENST00000545540"
10,2,"ENST00000326402,ENST00000524875"
10,3,"ENST00000415148,ENST00000428726,ENST00000531110"
10,2,"ENST00000526600,ENST00000527636"
10,2,"ENST00000280352,ENST00000420986"
10,13,"ENST00000323578,ENST00000429789,ENST00000436108,ENST00000449825,ENST00000525225,ENST00000525840,ENST00000528426,ENST00000528581,ENST00000530939,ENST00000531859,ENST00000533056,ENST00000533059,ENST00000534254"
10,3,"ENST00000340437,ENST00000394888,ENST00000537162"
10,3,"ENST00000005286,ENST00000453848,ENST00000536409"
10,6,"ENST00000334805,ENST00000536290,ENST00000537947,ENST00000542989,ENST00000543304,ENST00000546314"
10,9,"ENST00000528737,ENST00000529985,ENST00000674617,ENST00000675163,ENST00000675806,ENST00000676340,ENST00000676459,ENST00000682018,ENST00000684135"
10,3,"ENST00000279206,ENST00000441250,ENST00000534929"
10,2,"ENST00000676921,ENST00000678950"
10,1,ENST00000530413
10,10,"ENST00000236671,ENST00000367196,ENST00000427721,ENST00000429746,ENST00000433655,ENST00000438213,ENST00000636571,ENST00000636843,ENST00000637815,ENST00000678991"
10,4,"ENST00000281038,ENST00000525345,ENST00000528850,ENST00000529880"
10,1,ENST00000462734
10,2,"ENST00000526876,ENST00000527333"
10,3,"ENST00000309100,ENST00000529839,ENST00000530153"
10,1,ENST00000412681
10,2,"ENST00000535000,ENST00000543358"
10,9,"ENST00000279263,ENST00000345348,ENST00000524690,ENST00000524986,ENST00000525385,ENST00000529292,ENST00000529414,ENST00000530750,ENST00000531321"
10,1,ENST00000530153
10,1,ENST00000526248
10,6,"ENST00000310137,ENST00000393979,ENST00000409372,ENST00000412278,ENST00000421355,ENST00000443702"
10,7,"ENST00000299606,ENST00000396597,ENST00000396602,ENST00000396604,ENST00000438144,ENST00000530463,ENST00000533542"
10,2,"ENST00000344954,ENST00000608303"
10,1,ENST00000688963
10,19,"ENST00000278544,ENST00000525861,ENST00000526597,ENST00000531352,ENST00000531461,ENST00000532485,ENST00000679754,ENST00000679866,ENST00000679924,ENST00000680583,ENST00000680842,ENST00000681004,ENST00000681251,ENST00000681257,ENST00000681354,ENST00000681375,ENST00000681411,ENST00000681732,ENST00000681955"
10,1,ENST00000429801
10,12,"ENST00000251871,ENST00000533133,ENST00000533359,ENST00000638294,ENST00000638487,ENST00000639189,ENST00000639457,ENST00000639596,ENST00000639724,ENST00000640027,ENST00000640451,ENST00000640473"
10,3,"ENST00000334274,ENST00000527661,ENST00000530419"
10,1,ENST00000533361
10,2,"ENST00000337979,ENST00000633708"
10,2,"ENST00000413761,ENST00000534690"
10,1,ENST00000450670
10,8,"ENST00000301764,ENST00000679712,ENST00000680075,ENST00000680357,ENST00000680602,ENST00000680717,ENST00000681188,ENST00000681935"
10,3,"ENST00000399817,ENST00000616316,ENST00000680197"
10,17,"ENST00000313663,ENST00000334126,ENST00000414160,ENST00000442398,ENST00000538361,ENST00000539061,ENST00000679906,ENST00000680231,ENST00000680645,ENST00000680665,ENST00000680718,ENST00000681143,ENST00000681310,ENST00000681609,ENST00000681811,ENST00000681829,ENST00000681924"
10,10,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000528292,ENST00000532636,ENST00000534319,ENST00000534567,ENST00000534624"
10,4,"ENST00000312234,ENST00000525767,ENST00000526451,ENST00000533544"
10,1,ENST00000394888
9,7,"ENST00000341318,ENST00000352980,ENST00000377046,ENST00000530446,ENST00000531880,ENST00000534650,ENST00000534681"
9,1,ENST00000530251
9,3,"ENST00000393427,ENST00000526164,ENST00000630098"
9,5,"ENST00000278916,ENST00000438015,ENST00000532449,ENST00000534070,ENST00000544373"
9,1,ENST00000308639
9,3,"ENST00000527944,ENST00000530396,ENST00000690149"
9,6,"ENST00000394888,ENST00000439958,ENST00000477890,ENST00000535222,ENST00000537162,ENST00000541963"
9,2,"ENST00000278949,ENST00000527472"
9,3,"ENST00000529554,ENST00000530316,ENST00000532278"
9,6,"ENST00000395288,ENST00000430070,ENST00000525720,ENST00000526005,ENST00000530668,ENST00000533290"
9,1,ENST00000431400
9,5,"ENST00000298852,ENST00000524447,ENST00000531051,ENST00000602866,ENST00000619920"
9,6,"ENST00000265965,ENST00000525422,ENST00000527494,ENST00000528200,ENST00000529151,ENST00000532546"
9,3,"ENST00000308418,ENST00000531596,ENST00000534482"
9,5,"ENST00000284259,ENST00000422003,ENST00000529397,ENST00000645041,ENST00000683345"
9,1,ENST00000541135
9,1,ENST00000684123
9,9,"ENST00000315204,ENST00000358872,ENST00000396672,ENST00000418597,ENST00000422559,ENST00000447869,ENST00000457885,ENST00000534493,ENST00000687296"
9,3,"ENST00000431742,ENST00000438862,ENST00000524556"
9,4,"ENST00000328221,ENST00000528780,ENST00000681761,ENST00000681821"
9,9,"ENST00000003302,ENST00000535607,ENST00000537490,ENST00000537642,ENST00000537706,ENST00000538475,ENST00000540438,ENST00000545540,ENST00000545608"
9,9,"ENST00000395288,ENST00000430070,ENST00000525720,ENST00000526005,ENST00000529499,ENST00000529946,ENST00000530668,ENST00000531067,ENST00000533290"
9,2,"ENST00000641124,ENST00000641169"
9,1,ENST00000641461
9,8,"ENST00000356360,ENST00000393346,ENST00000526033,ENST00000528398,ENST00000531558,ENST00000532317,ENST00000534412,ENST00000630913"
9,2,"ENST00000417856,ENST00000531240"
9,2,"ENST00000432887,ENST00000602733"
9,1,ENST00000531543
9,7,"ENST00000331581,ENST00000452722,ENST00000536727,ENST00000537058,ENST00000542447,ENST00000545380,ENST00000616271"
9,4,"ENST00000378460,ENST00000526870,ENST00000528071,ENST00000528501"
9,8,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000525624,ENST00000526110,ENST00000533540,ENST00000534567,ENST00000534624"
9,2,"ENST00000395123,ENST00000530005"
9,3,"ENST00000270176,ENST00000420247,ENST00000525364"
9,1,ENST00000524726
9,7,"ENST00000393346,ENST00000526033,ENST00000531558,ENST00000532041,ENST00000532317,ENST00000534412,ENST00000630913"
9,5,"ENST00000396991,ENST00000489571,ENST00000524661,ENST00000528216,ENST00000532017"
9,5,"ENST00000227378,ENST00000453788,ENST00000525463,ENST00000533540,ENST00000534624"
9,1,ENST00000526776
9,1,ENST00000526883
9,2,"ENST00000531540,ENST00000533410"
9,4,"ENST00000278319,ENST00000610573,ENST00000636097,ENST00000636606"
9,1,ENST00000525210
9,1,ENST00000642047
9,2,"ENST00000641238,ENST00000642108"
9,1,ENST00000393711
9,14,"ENST00000346299,ENST00000674950,ENST00000674974,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675320,ENST00000675896,ENST00000675910,ENST00000675922,ENST00000676146,ENST00000676177,ENST00000676268,ENST00000676388"
9,9,"ENST00000323578,ENST00000429789,ENST00000436108,ENST00000449825,ENST00000454838,ENST00000528521,ENST00000528581,ENST00000529539,ENST00000534207"
9,2,"ENST00000530005,ENST00000532278"
9,3,"ENST00000311445,ENST00000528063,ENST00000528852"
9,4,"ENST00000643839,ENST00000680052,ENST00000680859,ENST00000681200"
9,8,"ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000682708,ENST00000683287,ENST00000685320,ENST00000690257"
9,3,"ENST00000532883,ENST00000676320,ENST00000690620"
9,5,"ENST00000289575,ENST00000428359,ENST00000527180,ENST00000531713,ENST00000534186"
9,2,"ENST00000396554,ENST00000534047"
9,5,"ENST00000305159,ENST00000641504,ENST00000641541,ENST00000641593,ENST00000641931"
9,6,"ENST00000643839,ENST00000679616,ENST00000680052,ENST00000680859,ENST00000681200,ENST00000681451"
9,11,"ENST00000422465,ENST00000524851,ENST00000526248,ENST00000527446,ENST00000528439,ENST00000528847,ENST00000530164,ENST00000530170,ENST00000530721,ENST00000531188,ENST00000534440"
9,6,"ENST00000265641,ENST00000376618,ENST00000539743,ENST00000540367,ENST00000565318,ENST00000569129"
9,3,"ENST00000361756,ENST00000393711,ENST00000530058"
9,2,"ENST00000541135,ENST00000542794"
9,1,ENST00000294179
9,2,"ENST00000676320,ENST00000693049"
9,2,"ENST00000320230,ENST00000530360"
9,6,"ENST00000279263,ENST00000345348,ENST00000524690,ENST00000524986,ENST00000525385,ENST00000529601"
9,1,ENST00000413553
9,10,"ENST00000330243,ENST00000348655,ENST00000397566,ENST00000397570,ENST00000525445,ENST00000532326,ENST00000532788,ENST00000533182,ENST00000533190,ENST00000647801"
9,1,ENST00000525317
9,5,"ENST00000527108,ENST00000531554,ENST00000676921,ENST00000677116,ENST00000679022"
9,11,"ENST00000005082,ENST00000343338,ENST00000354599,ENST00000399602,ENST00000429541,ENST00000438262,ENST00000525313,ENST00000526601,ENST00000528218,ENST00000528410,ENST00000620374"
9,23,"ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676885,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677156,ENST00000677623,ENST00000677673,ENST00000677808,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072"
9,6,"ENST00000310614,ENST00000497094,ENST00000508278,ENST00000540162,ENST00000542303,ENST00000543058"
9,6,"ENST00000263574,ENST00000338167,ENST00000345598,ENST00000528499,ENST00000534582,ENST00000650012"
9,1,ENST00000525754
9,4,"ENST00000228027,ENST00000603276,ENST00000604935,ENST00000605099"
9,2,"ENST00000280706,ENST00000396213"
9,10,"ENST00000294053,ENST00000437826,ENST00000535477,ENST00000535990,ENST00000538039,ENST00000539148,ENST00000543042,ENST00000544683,ENST00000642288,ENST00000646117"
9,4,"ENST00000310046,ENST00000524637,ENST00000531036,ENST00000531969"
9,1,ENST00000299613
9,1,ENST00000340729
9,6,"ENST00000260047,ENST00000393389,ENST00000526731,ENST00000528722,ENST00000531895,ENST00000533342"
9,3,"ENST00000326402,ENST00000524875,ENST00000529184"
9,1,ENST00000679175
9,12,"ENST00000392841,ENST00000535253,ENST00000536813,ENST00000537841,ENST00000542729,ENST00000544387,ENST00000546302,ENST00000640813,ENST00000648026,ENST00000648374,ENST00000648488,ENST00000652429"
9,1,ENST00000531506
9,9,"ENST00000278302,ENST00000354852,ENST00000380097,ENST00000380107,ENST00000445329,ENST00000506134,ENST00000507320,ENST00000515022,ENST00000621176"
9,9,"ENST00000346178,ENST00000356638,ENST00000525994,ENST00000526210,ENST00000532402,ENST00000534613,ENST00000534779,ENST00000540933,ENST00000648273"
9,13,"ENST00000328194,ENST00000526707,ENST00000527896,ENST00000530044,ENST00000530780,ENST00000679568,ENST00000679999,ENST00000680252,ENST00000680294,ENST00000680554,ENST00000680742,ENST00000681158,ENST00000681203"
9,8,"ENST00000328194,ENST00000530044,ENST00000530780,ENST00000533737,ENST00000679568,ENST00000680252,ENST00000680470,ENST00000681203"
9,10,"ENST00000358171,ENST00000524558,ENST00000525611,ENST00000526397,ENST00000528760,ENST00000530284,ENST00000532356,ENST00000533449,ENST00000533603,ENST00000649490"
9,1,ENST00000646648
9,6,"ENST00000352303,ENST00000431206,ENST00000525665,ENST00000528906,ENST00000529372,ENST00000532097"
9,5,"ENST00000278187,ENST00000454584,ENST00000524701,ENST00000528582,ENST00000532398"
9,6,"ENST00000389506,ENST00000534358,ENST00000649699,ENST00000691002,ENST00000691053,ENST00000693536"
9,8,"ENST00000280352,ENST00000393047,ENST00000420986,ENST00000524989,ENST00000525785,ENST00000526879,ENST00000531378,ENST00000532163"
9,3,"ENST00000254579,ENST00000354685,ENST00000639224"
9,1,ENST00000392210
9,4,"ENST00000279281,ENST00000533487,ENST00000534124,ENST00000534557"
9,1,ENST00000421355
9,11,"ENST00000334126,ENST00000442398,ENST00000679415,ENST00000680665,ENST00000680839,ENST00000681143,ENST00000681291,ENST00000681385,ENST00000681609,ENST00000681811,ENST00000681924"
9,6,"ENST00000346178,ENST00000356638,ENST00000526210,ENST00000529737,ENST00000534613,ENST00000540933"
9,12,"ENST00000260056,ENST00000524635,ENST00000525117,ENST00000526205,ENST00000527633,ENST00000531021,ENST00000532548,ENST00000533014,ENST00000533486,ENST00000534141,ENST00000534301,ENST00000612684"
9,1,ENST00000528125
9,5,"ENST00000260047,ENST00000393389,ENST00000526731,ENST00000531895,ENST00000533342"
9,20,"ENST00000227495,ENST00000356132,ENST00000392669,ENST00000444328,ENST00000449406,ENST00000524860,ENST00000526311,ENST00000526727,ENST00000528858,ENST00000530591,ENST00000531217,ENST00000532243,ENST00000534083,ENST00000534452,ENST00000534457,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
9,2,"ENST00000527038,ENST00000617285"
9,14,"ENST00000251871,ENST00000533133,ENST00000533359,ENST00000638487,ENST00000638518,ENST00000638767,ENST00000638790,ENST00000639189,ENST00000639457,ENST00000639596,ENST00000639724,ENST00000640027,ENST00000640451,ENST00000640521"
9,4,"ENST00000304808,ENST00000527958,ENST00000529887,ENST00000530272"
9,9,"ENST00000313005,ENST00000392937,ENST00000428381,ENST00000445823,ENST00000510630,ENST00000513780,ENST00000514464,ENST00000528053,ENST00000680971"
9,14,"ENST00000251871,ENST00000638487,ENST00000638518,ENST00000638767,ENST00000638790,ENST00000639189,ENST00000639457,ENST00000639523,ENST00000639596,ENST00000639724,ENST00000640027,ENST00000640077,ENST00000640451,ENST00000640521"
9,7,"ENST00000361723,ENST00000420244,ENST00000528737,ENST00000531147,ENST00000533703,ENST00000674617,ENST00000675163"
9,1,ENST00000526145
9,1,ENST00000621096
9,5,"ENST00000333090,ENST00000525167,ENST00000527881,ENST00000533752,ENST00000612930"
9,5,"ENST00000360962,ENST00000525449,ENST00000525908,ENST00000540737,ENST00000642265"
9,1,ENST00000536719
9,2,"ENST00000334805,ENST00000543304"
9,10,"ENST00000005082,ENST00000343338,ENST00000354599,ENST00000399602,ENST00000429541,ENST00000438262,ENST00000526601,ENST00000528218,ENST00000528410,ENST00000620374"
9,15,"ENST00000251871,ENST00000528786,ENST00000533133,ENST00000533359,ENST00000638294,ENST00000638487,ENST00000638518,ENST00000639189,ENST00000639457,ENST00000639596,ENST00000639724,ENST00000640027,ENST00000640451,ENST00000640473,ENST00000640521"
9,3,"ENST00000278935,ENST00000525416,ENST00000533153"
9,12,"ENST00000312049,ENST00000315422,ENST00000377313,ENST00000377316,ENST00000377321,ENST00000377326,ENST00000394374,ENST00000413626,ENST00000440873,ENST00000450708,ENST00000672079,ENST00000672304"
9,6,"ENST00000322776,ENST00000415352,ENST00000528328,ENST00000532244,ENST00000532303,ENST00000647561"
9,1,ENST00000530726
9,4,"ENST00000380027,ENST00000380034,ENST00000433961,ENST00000684655"
9,9,"ENST00000393955,ENST00000393958,ENST00000393960,ENST00000528224,ENST00000529047,ENST00000651036,ENST00000651469,ENST00000651854,ENST00000652125"
9,1,ENST00000536991
9,11,"ENST00000280346,ENST00000393051,ENST00000533297,ENST00000679368,ENST00000679815,ENST00000680010,ENST00000680411,ENST00000681316,ENST00000681328,ENST00000681339,ENST00000681638"
9,4,"ENST00000526425,ENST00000528910,ENST00000529308,ENST00000530546"
9,1,ENST00000278590
9,8,"ENST00000321297,ENST00000435507,ENST00000534905,ENST00000538973,ENST00000540222,ENST00000541367,ENST00000541554,ENST00000544490"
9,3,"ENST00000527038,ENST00000612687,ENST00000617285"
9,1,ENST00000533753
9,2,"ENST00000299440,ENST00000534663"
9,7,"ENST00000314845,ENST00000458649,ENST00000526606,ENST00000528950,ENST00000533727,ENST00000534300,ENST00000683756"
9,2,"ENST00000526425,ENST00000529308"
9,4,"ENST00000260061,ENST00000404995,ENST00000407242,ENST00000421973"
9,2,"ENST00000393392,ENST00000533342"
9,1,ENST00000688976
9,3,"ENST00000299576,ENST00000309357,ENST00000309377"
9,2,"ENST00000309134,ENST00000528117"
9,11,"ENST00000313236,ENST00000354064,ENST00000354284,ENST00000359862,ENST00000411589,ENST00000442938,ENST00000524725,ENST00000526853,ENST00000526973,ENST00000533102,ENST00000534181"
9,1,ENST00000455220
9,3,"ENST00000343674,ENST00000454345,ENST00000456247"
9,6,"ENST00000354420,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000525701,ENST00000534797"
9,7,"ENST00000358867,ENST00000393375,ENST00000526822,ENST00000529197,ENST00000531274,ENST00000531477,ENST00000534341"
9,1,ENST00000524466
9,5,"ENST00000308022,ENST00000393877,ENST00000535813,ENST00000541059,ENST00000545682"
9,1,ENST00000278968
9,3,"ENST00000299421,ENST00000526114,ENST00000528995"
9,11,"ENST00000446488,ENST00000524746,ENST00000524794,ENST00000526884,ENST00000526940,ENST00000529319,ENST00000530278,ENST00000531318,ENST00000531755,ENST00000532225,ENST00000682444"
9,5,"ENST00000318201,ENST00000421244,ENST00000525242,ENST00000527911,ENST00000532868"
9,1,ENST00000528586
9,1,ENST00000526177
9,4,"ENST00000278353,ENST00000395700,ENST00000531185,ENST00000636007"
9,5,"ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682"
9,6,"ENST00000358867,ENST00000393375,ENST00000526822,ENST00000529197,ENST00000531274,ENST00000531477"
9,1,ENST00000329203
9,20,"ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000636404,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682"
9,2,"ENST00000281441,ENST00000524567"
9,3,"ENST00000320740,ENST00000524466,ENST00000527230"
9,6,"ENST00000320740,ENST00000349459,ENST00000526296,ENST00000528752,ENST00000532970,ENST00000618547"
9,2,"ENST00000064780,ENST00000544075"
9,3,"ENST00000332231,ENST00000448903,ENST00000528195"
9,8,"ENST00000343631,ENST00000358681,ENST00000395673,ENST00000533608,ENST00000682993,ENST00000683000,ENST00000684039,ENST00000684124"
9,2,"ENST00000351554,ENST00000643183"
9,1,ENST00000263646
9,1,ENST00000356341
9,2,"ENST00000281038,ENST00000529771"
9,1,ENST00000524765
9,2,"ENST00000531650,ENST00000617482"
9,1,ENST00000396751
9,5,"ENST00000334736,ENST00000524490,ENST00000525038,ENST00000529032,ENST00000532719"
9,3,"ENST00000533341,ENST00000635736,ENST00000640939"
9,2,"ENST00000280362,ENST00000528679"
9,1,ENST00000430466
9,3,"ENST00000529055,ENST00000530067,ENST00000532837"
9,9,"ENST00000315204,ENST00000396672,ENST00000418597,ENST00000422559,ENST00000447869,ENST00000457885,ENST00000524760,ENST00000534493,ENST00000687296"
